no,sid,tid,cid,score
538272882,897510696,235417173,10020,50
540481769,840612796,224645400,10020,50
542950390,874622909,218868436,10020,50
543370717,886919902,226283818,10020,50
543422067,898965586,220065454,10020,50
544980031,829155192,294494744,10020,50
545007341,891189990,202274465,10020,50
545359473,808466598,270575563,10020,50
546291908,862163340,205004356,10020,50
546303016,896005161,285264702,10020,50
546320578,842975043,266933563,10020,50
546926060,835249336,213243093,10020,50
547674560,877945377,234552975,10020,50
548140143,815537348,296490370,10020,50
548804890,869149527,251908647,10020,50
549464331,896687120,203753647,10020,50
549492194,862473412,246158591,10020,50
549611989,893810696,243476937,10020,50
550132450,884342216,235262639,10020,50
550224946,844998765,230341904,10020,50
552771664,854560014,279368356,10020,50
553484343,828982653,250962223,10020,50
554089215,875040842,268070881,10020,50
554421406,850469454,229318578,10020,50
555269720,842009653,249588077,10020,50
555421015,831277999,232484535,10020,50
556808621,805876434,259471723,10020,50
556962415,849871604,234968158,10020,50
557569110,874270136,287733562,10020,50
558593301,813889707,219583413,10020,50
558710726,829699604,202717663,10020,50
565456302,858194845,223515702,10020,50
565460608,801917676,204629000,10020,50
565559628,822100087,270201064,10020,50
565564212,809531107,265336923,10020,50
566318399,829628100,207899000,10020,50
567356684,855879999,288192639,10020,50
568172163,869563087,251735893,10020,50
568647118,830928910,218944250,10020,50
568892061,817821233,297433688,10020,50
569018593,819218748,291327006,10020,50
569064032,843403200,279291012,10020,50
569382674,838327229,271071911,10020,50
569987851,889580913,201116669,10020,50
570579131,881564295,225076745,10020,50
572908719,879512329,226427127,10020,50
573226941,873518712,224924657,10020,50
574285994,894360734,204517770,10020,50
574734797,877158996,265775097,10020,50
575269890,860409098,239246039,10020,50
577601182,855957872,238979543,10020,50
578666657,815920436,249872269,10020,50
583250871,886505019,223176814,10020,50
583363486,877756028,260874489,10020,50
584669821,854284083,229934826,10020,50
584697611,833054524,211532184,10020,50
585522206,824420496,235726990,10020,50
585959877,855795983,225745508,10020,50
587171040,827966927,210356130,10020,50
588059466,830284907,223151359,10020,50
590242374,810550186,213077394,10020,50
591006764,896988842,215930514,10020,50
591961472,860473994,217840817,10020,50
593444964,883779597,234616459,10020,50
593728612,846856511,281334705,10020,50
594272176,861102938,207329473,10020,50
594854995,829656900,235245711,10020,50
595283207,836654877,200153917,10020,50
595824051,805711236,240987648,10020,50
597676930,833172641,225590389,10020,50
501634612,881882804,292834379,10021,50
501740228,827671592,267318627,10021,50
506692097,893687076,211996929,10021,50
508272347,802906057,230049919,10021,50
511012971,899263147,277151310,10021,50
512265672,800580971,210133511,10021,50
515339006,898119459,252241425,10021,50
515610823,875253977,272149939,10021,50
516748939,897417271,208278009,10021,50
518142715,895418664,228832137,10021,50
518471663,899910720,209797372,10021,50
519905717,812427578,261265005,10021,50
522922042,813715024,291648419,10021,50
523029505,898765354,252427006,10021,50
523552932,879787502,233732605,10021,50
523659310,832068125,242897983,10021,50
524023019,836176189,299258419,10021,50
524467593,817763407,226730160,10021,50
524926240,881943500,263186844,10021,50
526151232,891864032,291229948,10021,50
527158880,866923187,290830605,10021,50
527230128,883834466,290466550,10021,50
527753496,893237767,261935974,10021,50
527787797,867100788,243589214,10021,50
528779878,873610274,290151139,10021,50
530503172,854789631,244428798,10021,50
531711442,848790292,230539039,10021,50
532828840,891313956,269087419,10021,50
532896693,896825234,290993182,10021,50
533425184,816094299,265775097,10021,50
535317500,808623937,238386474,10021,50
535989543,801098453,282147665,10021,50
536858905,834814270,250398133,10021,50
537866325,846494963,237622147,10021,50
538393325,875320737,208085654,10021,50
539139920,812937275,213288422,10021,50
540164626,801072677,218413825,10021,50
540418370,857965536,258191098,10021,50
541092875,876667458,253334330,10021,50
541143131,836499526,289218006,10021,50
541520051,899987563,269324458,10021,50
542115721,851516363,285364443,10021,50
542260743,817430506,252146952,10021,50
542375744,887440470,297602816,10021,50
543090531,821790109,282933848,10021,50
543362936,862741272,239759062,10021,50
543969319,832169687,262562765,10021,50
544181549,890829611,260504007,10021,50
545599898,828884640,231559863,10021,50
545728050,878300276,268979504,10021,50
546723194,874518394,213965348,10021,50
548180958,841062086,261299357,10021,50
549675528,848389737,250836597,10021,50
550033993,887185859,284619230,10021,50
550465650,863462708,265081553,10021,50
551497475,803139727,285250475,10021,50
551902436,803769793,206883947,10021,50
551909452,812404181,285618132,10021,50
554331646,864405409,258191098,10021,50
554617185,882254124,200252026,10021,50
557224734,835070984,240108102,10021,50
557541287,856024547,290334758,10021,50
558455144,898173265,214234788,10021,50
559448485,874927455,292128821,10021,50
559462153,854131893,264690946,10021,50
561782030,877939235,298386537,10021,50
561904740,872094704,282639152,10021,50
562360666,833434093,217365538,10021,50
563861544,889623086,226964916,10021,50
564539979,872628766,227411867,10021,50
564822135,855758924,248832920,10021,50
565532223,840852676,223153505,10021,50
566133953,862825164,283226329,10021,50
571005931,896084008,293463839,10021,50
572242694,803323442,250972817,10021,50
573712938,854283377,259711786,10021,50
576461387,860891026,209838294,10021,50
576983972,827488082,260499438,10021,50
577609763,807009096,273472710,10021,50
577794202,882459496,285622953,10021,50
578216362,803428606,222253908,10021,50
579058780,873292675,242612074,10021,50
579309162,838140227,294738602,10021,50
579559231,886071171,267954165,10021,50
581115215,811963554,280141489,10021,50
581304992,867953982,246269695,10021,50
582124320,893662815,203552068,10021,50
582952661,848266539,270041456,10021,50
583874595,836168535,267299529,10021,50
584031834,815893531,255579198,10021,50
586262370,890554456,205929991,10021,50
586424736,828961586,295443419,10021,50
587276224,822247060,211743130,10021,50
589679247,838208074,279392541,10021,50
589981806,863890197,209201847,10021,50
590978444,844894568,266187058,10021,50
591572968,895968247,245483935,10021,50
592769279,804907702,208632454,10021,50
592924987,888564763,221772410,10021,50
593318238,826238279,294666538,10021,50
593939676,818694071,230848176,10021,50
596318272,849058930,258310709,10021,50
597687972,878377090,295427451,10021,50
599038857,865097960,262931720,10021,50
502447108,851682232,268833807,10022,50
503487597,879412723,254099819,10022,50
504157733,887590935,215323182,10022,50
504640865,841411998,298123380,10022,50
504928612,835854585,233028147,10022,50
505428101,835756313,206216662,10022,50
506833345,859434358,244608219,10022,50
507341052,841407822,243857382,10022,50
507537982,843843281,289183312,10022,50
510536152,862504919,293689299,10022,50
511748561,837728269,295057144,10022,50
512084257,825215608,208342898,10022,50
512199408,835571131,250521696,10022,50
513018886,849273921,238365848,10022,50
513787485,880356413,246771190,10022,50
514150522,827645785,225610368,10022,50
514508080,860332450,270559099,10022,50
515009969,809748382,294644824,10022,50
515299334,859253963,219153758,10022,50
515599033,880356304,279530765,10022,50
515994999,870594958,253269129,10022,50
517206907,833489637,223100026,10022,50
517888613,864981096,227892606,10022,50
518801191,838382499,218684951,10022,50
519371373,846164875,215751968,10022,50
520247724,809294367,224492627,10022,50
521982715,836820057,214763623,10022,50
522557554,812104882,296775827,10022,50
522955279,832915262,222886336,10022,50
523361186,842629945,256526767,10022,50
527443419,809128889,267607361,10022,50
528726484,865716024,290095975,10022,50
528744863,806472284,233012999,10022,50
529348605,843746507,255287218,10022,50
529425062,877559036,241474472,10022,50
529818925,869477058,266928846,10022,50
531072406,860374047,229893975,10022,50
531486880,895366486,213265279,10022,50
531753489,803239976,232710458,10022,50
532429730,896784103,209385867,10022,50
533035411,803157279,286294186,10022,50
534533758,829500627,225752390,10022,50
534708678,809522456,292837958,10022,50
536164528,826666961,222407964,10022,50
538876944,884528253,251481082,10022,50
540346176,808829592,246351242,10022,50
541914791,827904507,286017221,10022,50
543066946,814195053,203686042,10022,50
544042460,852169617,270703314,10022,50
544217023,867777166,236118094,10022,50
545021321,825531919,240950534,10022,50
545358363,856341397,220256360,10022,50
545702756,890330774,225251947,10022,50
546108331,867707599,294396865,10022,50
546327768,820377279,247720248,10022,50
547054360,807574041,230564953,10022,50
548709409,860842109,235157396,10022,50
549006667,831403858,286460071,10022,50
549393738,882255791,273021177,10022,50
549628615,813215386,204511771,10022,50
550011187,835933618,219319011,10022,50
551428060,867014147,273297500,10022,50
553458512,874777976,201876077,10022,50
553971838,845973363,298929172,10022,50
554343085,869247494,272497865,10022,50
554979542,861503425,209091249,10022,50
555375206,888222484,260262102,10022,50
556090624,871308239,295252035,10022,50
556286819,858857325,287518236,10022,50
556421378,806610264,271905013,10022,50
556548121,852860672,247344228,10022,50
557431957,820074541,256874589,10022,50
559340678,861894629,209963281,10022,50
561154653,897813448,220775912,10022,50
561739840,852738422,250006936,10022,50
563110912,853286267,279471115,10022,50
563582785,808162427,233379283,10022,50
563672681,804903252,295851221,10022,50
564226337,813085551,293520610,10022,50
565792089,843134625,235352697,10022,50
566449825,855177377,242298451,10022,50
566547394,857239042,299444162,10022,50
568369724,898385526,232522608,10022,50
569995017,826636351,210200924,10022,50
570013936,867765486,282613653,10022,50
570098588,843787580,226698931,10022,50
571103058,823495747,247905740,10022,50
572898026,831695202,278715857,10022,50
574862664,807233044,278062390,10022,50
576541798,818443935,200823920,10022,50
577436713,857771615,299585904,10022,50
578689625,846272759,295577125,10022,50
579927854,803005514,223644663,10022,50
581774990,855289386,284973170,10022,50
581791167,845725497,275208242,10022,50
582030216,888768662,259421083,10022,50
582151179,848228363,237005010,10022,50
585034740,853905717,239355697,10022,50
587119897,871912990,243377297,10022,50
587299419,845147421,205415308,10022,50
587735142,845658059,235900375,10022,50
587838632,848477376,216328631,10022,50
588607931,842235320,219354230,10022,50
589672723,832827077,250972116,10022,50
590763992,862454299,279527278,10022,50
591236849,869279793,226522818,10022,50
592028023,852322556,275755771,10022,50
592975673,885906346,215851103,10022,50
593271123,883100089,276554043,10022,50
593870350,850375433,281365227,10022,50
594021541,806344334,206847217,10022,50
594309256,804417419,223885554,10022,50
594813129,858655346,230341904,10022,50
594974326,802759106,226787387,10022,50
595404707,896668881,209963281,10022,50
596422762,838338411,210530617,10022,50
599056648,833312858,286523081,10022,50
500234537,832856515,234758291,10023,50
500333079,856795110,219753143,10023,50
500612516,889129165,275463077,10023,50
502099388,842231574,204738863,10023,50
505801655,812068209,245447179,10023,50
506139661,820867584,213130889,10023,50
506988713,841684060,247968709,10023,50
507737538,873286470,240020298,10023,50
508768252,895624871,274338103,10023,50
508861044,894469003,282022569,10023,50
510585757,867704695,265168106,10023,50
511914674,814424483,220593591,10023,50
512160546,857954840,292016003,10023,50
512755056,843874725,201760030,10023,50
514791580,837377749,201696735,10023,50
514839409,830973165,259632356,10023,50
516925854,830083839,225187921,10023,50
517360858,895758915,243009773,10023,50
517431868,894060034,226519345,10023,50
517514240,835783407,288487517,10023,50
519338159,826619167,264496865,10023,50
519400024,836708918,290937041,10023,50
520126199,897937255,233754032,10023,50
521910195,893177448,207509528,10023,50
522387085,839466391,257584933,10023,50
523891115,846848149,207782446,10023,50
524531920,899452284,259420289,10023,50
525043502,893652186,297855728,10023,50
527531999,805357714,234335023,10023,50
529108333,842261472,258843673,10023,50
532379413,830899307,250067535,10023,50
532934545,819936276,293741008,10023,50
533151427,836638707,241316049,10023,50
533509595,826726171,278512885,10023,50
535004011,871437812,267707175,10023,50
535081455,875976838,258466109,10023,50
535742184,860688993,208742651,10023,50
535922047,808794043,260072775,10023,50
536008570,893574898,264532013,10023,50
536815274,822573969,262175339,10023,50
537044050,878530771,256398199,10023,50
